Name,Area,Type,Category,Distance_km,Rating,Reviews,Price_from_GHS,Price_source,Phone,Confirmed_Contact,Amenities,Colleges_nearby,Website,Latitude,Longitude,Google_Maps_URL,Image
Kokroko Hostel,Ayigya,Hostel,Hostel,1.73,3.3,16,,,+233 24 286 8588,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,https://newzonehostel.business.site/,6.6898555,-1.5742126,https://www.google.com/maps/search/?api=1&query=Kokroko%20Hostel&query_place_id=ChIJp04ynUaU2w8RIzsZfKdK1K4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRySvF6BmsteK24cieN51jFBMx8XYFvTsv-XmeM3JrPfpAiPmLyR3pgLwsQluk-R-SPua3lg5g0y2-YtaYIcr_OjuZzTMnbT3AdbZ8oz4HjC773kdWlHW6ZrI1L68k8D8xz76K=w1920-h1080-k-no
Presidential Square Hotel,Ayigya,Guest house & Hotel,Hotel,1.2,3.2,111,,,+233 32 206 1964,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,,6.6823064,-1.579113,https://www.google.com/maps/search/?api=1&query=Presidential%20Square%20Hotel&query_place_id=ChIJidVvUxWU2w8RdCUvxBCC7-A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIgeGfABjv61A4W1Rsoi41s6unA3BO7apYpbzYfX9-oNmmmajQX6RTEl1j3JdP7Bh6xmjOgMegNVWiFcnDzY31Q89_wbOQyGUWwXSAXfFa8pql-Iip-uQ0HxYffaERLu2oS3dGKw=w1920-h1080-k-no
Ephraim’s Hostel,Ayigya,Hostel,Apartment building,1.35,,0,,,+233 20 565 0989,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,,6.6817927,-1.5813444,https://www.google.com/maps/search/?api=1&query=Ephraim%E2%80%99s%20Hostel&query_place_id=ChIJVQ4GFTKV2w8RvR5HHxbzZQo,
AGYAPA VILLA,Ayigya,Hostel,Hostel,1.54,,0,,,,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,,6.6880456,-1.5744822,https://www.google.com/maps/search/?api=1&query=AGYAPA%20VILLA&query_place_id=ChIJnQinVwCV2w8RzuyL4pb7dXk,
Mma Kande Hostel,Ayigya,Hostel,Hostel,1.61,,0,,,+233 24 403 4994,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,,6.6882172,-1.576138,https://www.google.com/maps/search/?api=1&query=Mma%20Kande%20Hostel&query_place_id=ChIJF1XyQwCV2w8RvZsbL5mJEQE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCc0k6eKgXRLP_asmukZ5bsBVM0DQwOi5Zf6XKwNTKTEMLjUfwrh3164JXRo6vskiEBNApBI8sHlHsdabdIbgazqxNF8xnn7dD0FyXgGeheOuu8yLYy9600EcjmYryzz3DQLzQwJQ13337=w1920-h1080-k-no
FAITH HILL HOSTELS,Ayigya,Hostel,Hostel,1.55,,0,,,,,,Science | Humanities & Social Sciences (KSB) | Health Sciences,,6.6884448,-1.5713293,https://www.google.com/maps/search/?api=1&query=FAITH%20HILL%20HOSTELS&query_place_id=ChIJW_YU4fCV2w8RolySroqrYd0,
BMS Lodge,Boadi,Guest house & Hotel,Holiday apartment rental,3.2,5,8,,,0208185998,yes,,Agriculture & Natural Resources,http://bmslodge.com/,6.6761316,-1.5426808,https://www.google.com/maps/search/?api=1&query=BMS%20Lodge%20-%20Casa%20Maria&query_place_id=ChIJb2FOloGV2w8RcZeTCHNEtU4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJJYzH4PTJV6PJyeP2z1mL8wqukJJc_v0nXjKgK258UWKLQYIqd_vp5DQc61e8bZBruczx3fnJknKuTVRKfcGPiYDrGGfMuYRmtoCognzbHHbYnB2PA25naekwcv2xkyv8hpgTHt70yEAI=w1920-h1080-k-no
K Gee Hostel,Boadi,Hostel,Hostel,3.16,4.1,105,,,0549414552,yes,,Agriculture & Natural Resources,,6.6761527,-1.5430256,https://www.google.com/maps/search/?api=1&query=K%20Gee%20Hostel&query_place_id=ChIJAWz82_OV2w8RuaUS4eIMmW0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLQN22dJxrtX8EYPWugpaW2RubEHWnnNNyxwTtm0tBaU8VSeZDAgn4pBNvHcroMI8yIxKhJ1w_TVSSLzqn6EIKbLYGq4G7aJF9yQzrQWSoOh0ezij76uQPBiIIwYXqgFp_2RiPobAJ32n0=w1920-h1080-k-no
Delisa Hostel Annex,Boadi,Hostel,Hostel,3.23,3.7,119,,,0244282654,yes,,Agriculture & Natural Resources,,6.6739445,-1.5423531,https://www.google.com/maps/search/?api=1&query=Delisa%20Hostel%20Annex&query_place_id=ChIJ7a7caYmU2w8R8spUeHik29c,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLHSr16D3p2xxhPt1QegPxqtaJznxVOQWOTTb3wFLopzWmab93B6pn3OZGXDQbxciirafcFg5BQsOh2zALzpDOMA6_7nYTy-KFAYgthoHEkl03Yc7iJr1i-WbLJXOn1Do_Vsgx=w1920-h1080-k-no
F Plaza Hostel,Boadi,Hostel,Hostel,2.73,2.9,56,2100,getrooms.co,0246761099,yes,Kitchen | Study room | Water | Wi-Fi,Agriculture & Natural Resources,,6.677893,-1.5471429,https://www.google.com/maps/search/?api=1&query=F%20Plaza%20Hostel&query_place_id=ChIJ3Xhi0oSV2w8RUfJq5p55370,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHj2vbDAIIWHfWqq_j7UAeDst9P2touXGIlNRDFc06JRhQAuIjCWrGI5ZxnH2SPhuzJFBQivZfHkun175SIXrGZjaqBxv8hhSmLzWrvmP5BMKlA60kNdBYvvh6B8MTnajYQSIvVv6nStIW1=w1920-h1080-k-no
Nsoroma Hostel,Boadi,Hostel,Student housing center,3.76,5,2,,,,,,Agriculture & Natural Resources,,6.6759158,-1.5375746,https://www.google.com/maps/search/?api=1&query=Nsoroma%20Hostel&query_place_id=ChIJ8bY4k1eV2w8RtJAu7HfcEQk,
Laud J Hostel,Boadi,Hostel,Hostel,2.86,5,1,,,,,,Agriculture & Natural Resources,,6.679027,-1.5460781,https://www.google.com/maps/search/?api=1&query=Laud%20J%20Hostel&query_place_id=ChIJH0GbDgCV2w8RqO62YwHdw4E,
Ike's Hostel,Boadi,Hostel,Hostel,3.13,4.8,9,,,,,,Agriculture & Natural Resources,,6.6754997,-1.5432649,https://www.google.com/maps/search/?api=1&query=Ike's%20Hostel&query_place_id=ChIJt07MIpeV2w8RHPFLkWGkhrk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHc9t-gr8L79Jb8bYuSV82ALEV6LHnGC7sQ4xwJe-ujZE16uddpD7dXckQ8gu-XzNUAS32-d24e4cOcDRcn-1eLu0cAuz1Sfj6JIg1dOTC64Iq9Vmy_A0sKKgJSs5l8rvUG32kP9Kv40Fs=w1920-h1080-k-no
Good News Hostel Kumasi,Boadi,Hostel,Hostel,2.98,4.6,10,,,+233 24 580 2864,,,Agriculture & Natural Resources,,6.6712248,-1.5447978,https://www.google.com/maps/search/?api=1&query=Good%20News%20Hostel%20Kumasi&query_place_id=ChIJiyaCj8aV2w8R750hmaybLBI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtCpYf4ksfQWxjNCgIRks3MZdrC9Ax0RldFvQUnxe2SURzloxXWtFtKiA3B7A9-XaOwNvmhILSqbWKQ4RewW3-LljrHwElQqBVdDKgtAEaxaftm1EH0f_VGOS_rIYGtfMlXFeP_Uto9Onx=w1920-h1080-k-no
Altitude Hostel,Boadi,Hostel,Hostel,2.55,4.5,8,,,,,,Agriculture & Natural Resources,https://altitude-jt.com/,6.6757798,-1.5485289,https://www.google.com/maps/search/?api=1&query=Altitude%20Hostel&query_place_id=ChIJTf_bHgCV2w8RjoIsDY-7I7o,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFe8cPwFE1QqWLnMaNmdbo45OLAPZ0wbBe1fd4LyS1iYNA_GT2lUPpG6kWOg8WywcKGwebCZX06SCTeLRn4SKkJu6uyWSOvjV6Nr5p24bFU3tPQ56Qa3gZ-DAqvUmDz87c_ZQ3F6Q=w1920-h1080-k-no
Majestic hostel / Apartment knust,Boadi,Apartment / Self-contained,Hostel,3.59,4.4,19,,,+233 55 601 7033,,,Agriculture & Natural Resources,,6.670647,-1.5393295,https://www.google.com/maps/search/?api=1&query=Majestic%20hostel%20%2F%20Apartment%20knust&query_place_id=ChIJG9Iun5yV2w8Rympcvd7pKRk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUpicMvPxJjk6cWbecuuFsrfh1nhGh136knqvwo9KkbKGNpZWk1O8o9xgWBc9tJD87qEYEffeTxY2-LuioMdyHfOd3x8prq_0ecLz8wPi19JulaxBphOxblMMXEicm0_lZZBX8=w1920-h1080-k-no
Nyantakyi Samuel Hostel,Boadi,Hostel,Hostel,2.93,4.4,17,,,+233 24 946 5743,,,Agriculture & Natural Resources,,6.6765989,-1.5451119,https://www.google.com/maps/search/?api=1&query=Nyantakyi%20Samuel%20Hostel&query_place_id=ChIJM4aX-6uV2w8RgDQC6thKXgI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHqhEIC3TpDoALBNv1OfSpdN09yvB44sFLZrn2VcaXnAP58Qe9q-krt2anGJe4OoNbZDnFauU56qmQREAL1ixIj-XUGbvJZK8EsDN8aHtAu7Yb-_hndFQgrZCZUF8z5AtwCyYlPqQ=w1920-h1080-k-no
Dionne Hostel,Boadi,Hostel,Hostel,3.5,4.4,7,,,+233 24 425 2429,,,Agriculture & Natural Resources,,6.6723915,-1.5399748,https://www.google.com/maps/search/?api=1&query=Dionne%20Hostel&query_place_id=ChIJ_2J6aKiV2w8RQ4GQC90csVA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmN_liv_gVi35IFS882L_VyWAQS5kz88By7IpBN-k3sACTtzzXX2LbFskMUSxEBxfcnszmqD9z4D0UR3bQG4wubc8m_8o-Xqw41wJQ2aV4wFpx0o1Uc5sLYexo_ULkJcVJlZdm=w1920-h1080-k-no
Indigo cottage and Apartments,Boadi,Apartment / Self-contained,Hotel,5.67,4.3,76,,,+233 55 050 6585,,,Agriculture & Natural Resources,,6.698823,-1.526486,https://www.google.com/maps/search/?api=1&query=Indigo%20cottage%20and%20Apartments&query_place_id=ChIJ46WLRqiV2w8Ra_IfK3vtZkk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHs7bc6uNqTd0DxWkRShQtQMB7-ZgNMQAYbXrZi0c1v2Xxv2zSc-g-gZXmuzlvW-MCKtOjaWRJJ7jRXyVQaDFUENozVvgo3jN7IkIEoAh-jxqy61kYt6ZQ49fWxLb8MKDQ9HJQq=w1920-h1080-k-no
Queen Elizabeth Hostel,Boadi,Hostel,Hostel,2.64,4.3,4,,,,,,Agriculture & Natural Resources,,6.6784713,-1.5480369,https://www.google.com/maps/search/?api=1&query=Queen%20Elizabeth%20Hostel&query_place_id=ChIJA1pIN5KU2w8Rac6bsEAoxS8,
Awo Brenya Lodge,Boadi,Guest house & Hotel,Guest house,3.08,4.2,51,,,+233 55 048 2083,,,Agriculture & Natural Resources,,6.6752295,-1.5437599,https://www.google.com/maps/search/?api=1&query=Awo%20Brenya%20Lodge&query_place_id=ChIJM0eFv5yV2w8RpZ8T-0h39cc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxALV7eHgv5Knz3eKQvZt1RV8qVxrFRclZG6ALU8l_YxONXYAlCNlgqP4-Xo9OdtchQC1zSxmp-wpKqkoepPBPjmAzcxFNJDkjsPVwMLBN5C3vcuzOXJwVQjnJr_prbRBdHB6j=w1920-h1080-k-no
4 Seasons hostel,Boadi,Hostel,Hostel,3.66,4.2,47,,,+233 54 379 7216,,,Agriculture & Natural Resources,,6.6723264,-1.5385533,https://www.google.com/maps/search/?api=1&query=4%20Seasons%20hostel&query_place_id=ChIJtyuEkeOV2w8R5KQOiirtMx0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHr90Z6JTXhiqeQjfr1Z1rJou9cjh66c0xFeckfNP9lQK-ab5q86FuU0EvkqtqIwu8US_qpkEIDu8T9cT3enlApoBduF7_6zApnx9ldurXW9LXzp731K00t_oioWeI72IaQTl9DvQ=w1920-h1080-k-no
URBAN PLATINUM HOSTEL,Boadi,Hostel,Hostel,3.47,4.1,87,2300,getrooms.co,+233 54 514 3465,,Security | Wi-Fi,Agriculture & Natural Resources,,6.6749898,-1.5402292,https://www.google.com/maps/search/?api=1&query=URBAN%20PLATINUM%20HOSTEL&query_place_id=ChIJ1TZ9MliV2w8RwHqu0KJlTew,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIqpI2nkUDm1be7DAAuNrpI5TcTtevglvAJPyYLlWFphJ0kjaE9db_gEjuL1Qh1PwZte_GaJEoJrAIlaS_4sD3_QXF9XHL1OtE6PLkz5iSTSnz-gRHsrI8nY3UxvmHSID-y-Y-=w1920-h1080-k-no
G light Hostel,Boadi,Hostel,Hostel,2.72,4.1,10,,,,,,Agriculture & Natural Resources,,6.6714655,-1.5471766,https://www.google.com/maps/search/?api=1&query=G%20light%20Hostel&query_place_id=ChIJNwbEZwCV2w8Rm_o7pxoJrWY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxlSjVe7ruKKmdHOMwrm2U0hDviSYhfjlQv8ZdU_5I7L8CC67SfCO-08VUgFEAXH6fPEuMOfgxRxKrfzP6Wxtc0w1Hqa0D4AAuX2A92cFYSIbAQ2WI-aqshUgCVzp_U0u7A7mXhCYRf3Nm=w1920-h1080-k-no
PIVA-G Hostel,Boadi,Hostel,Hotel,1.42,4,25,,,+233 54 429 6055,,,Agriculture & Natural Resources,,6.6783677,-1.559329,https://www.google.com/maps/search/?api=1&query=PIVA-G%20Hostel&query_place_id=ChIJT49RCYqU2w8Rof0l9fJTI6A,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFG1Z800FpkeiHhYJhpvRvJ7PtqCtdRdoxw2esl9hBmLVFFNwjj61LwD1Uj4DYJUWXTf35k3NW8lU4MnIhciYMH1QRdhLmgCi2UWH4pRlBph_5M_gBnNClXpHXietb6jK54U8=w1920-h1080-k-no
Grace Hostel,Boadi,Hostel,Hostel,2.54,4,18,,,,,Kitchen | Study room | Water,Agriculture & Natural Resources,,6.675024,-1.5486431,https://www.google.com/maps/search/?api=1&query=Grace%20Hostel&query_place_id=ChIJiVLqtZGU2w8RscrZMWwl-YE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAErQbzGgjBNc5KfPN9QftexIGSvDQHGtWkOyzEIjtzBViODtMvDX2T8M_OLEzkUAo9SeJZK0sgOa48_K0c-9RQ9GiqaOd3H6rtnGtvoig6BTFx5c3VW-n-CFbd_Qa-EvmaBsrI3_Q=w1920-h1080-k-no
ANGELIX HOSTEL,Boadi,Hostel,Hostel,2.7,4,10,,,+233 20 266 3366,,,Agriculture & Natural Resources,,6.6785586,-1.5474941,https://www.google.com/maps/search/?api=1&query=ANGELIX%20HOSTEL&query_place_id=ChIJ09lT10iV2w8RlqDiHLayv_k,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGQWvh_w5Ex51z3gV1V2hWyExYKLUFuaZ_QCaDocSC8ph_D4GtEKwYJY9JTjstckhO1AYXm2vGdkpa1cKNtvsBAP-gNS9C81zosmZrs2nRxaDlUhjOpm2rYFfeE4Ve07egRj__QZictz-wb=w1920-h1080-k-no
Brayie Hostel,Boadi,Hostel,Hostel,2.58,4,2,,,+233 59 188 5034,,,Agriculture & Natural Resources,,6.6780578,-1.5484803,https://www.google.com/maps/search/?api=1&query=Brayie%20Hostel&query_place_id=ChIJdSKnt36V2w8RnKC72K4pVy8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt_aXnQA_AHuYk5hUW0j3F7fwld9ipm3WzgZQvrKkzb4tXfRQOLloV7fykrSQxCkOLndULEUzRfsnalwf0WwuEH8A7Z0NfypbBX4BfAq7TJWkMxgcnwiP5rEtJRLnv2xJ6HiCo=w1920-h1080-k-no
Ama Konadu Hostel,Boadi,Hostel,Hostel,3.16,4,1,,,,,,Agriculture & Natural Resources,https://hostelgig.com/,6.6760355,-1.5430699,https://www.google.com/maps/search/?api=1&query=Ama%20Konadu%20Hostel&query_place_id=ChIJEXgYS3iV2w8RdbZPVb7LWOo,
Dan Leo hostel,Boadi,Hostel,Hostel,2.83,3.9,21,3030,studentroombook.com,,,,Agriculture & Natural Resources,,6.6762391,-1.5460658,https://www.google.com/maps/search/?api=1&query=Dan%20Leo%20hostel&query_place_id=ChIJN5ZVknGV2w8R-UT1neorPP8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHD-9BXal5MEPHLufRZWunF93B3VywB3Y4IShBdpVFqRf1bVCXfstJjtaToNpCSOkB8xhVCY0bGu8ex4eDO3go4mpBRFwq_p9S1DNkKtnHazKYuz6YS-5FBFdqoGj7sDGcNDrcl=w1920-h1080-k-no
Mystical Rose Guest House,Boadi,Guest house & Hotel,Guest house,3.36,3.8,303,,,+233 20 295 6562,,Free breakfast | Laundry service | Parking | Wi-Fi,Agriculture & Natural Resources,,6.6758991,-1.5412335,https://www.google.com/maps/search/?api=1&query=Mystical%20Rose%20Guest%20House&query_place_id=ChIJidrgOJaU2w8Rcb91KLNOffM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8tOFuWjSCYpLtEfxpZnEfCHMbhUVu_JdjtQsPztzaL_-OnA4IcBx9e8-wvBr4QHoF7r-N8swtKvVmwX2i3FgfHG74HtfF6FW7XimkB1pw-Erj249wmjteVyvtETJA7MQUQeuM=w1920-h1080-k-no
Free Country Guest House,Boadi,Guest house & Hotel,Lodging,3.42,3.8,89,,,+233 24 402 4278,,,Agriculture & Natural Resources,,6.6710232,-1.5408041,https://www.google.com/maps/search/?api=1&query=Free%20Country%20Guest%20House&query_place_id=ChIJCyrdRvuV2w8RC1JUjRDHO-w,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLSaNhLSHcZ0DSv9Rc9Jx_fgXu81V1nXoJlB3tLT-NGt8aeA7mWa_G1oUBppNF3URjG5Q64nkg6iXFDJSnAkMO7AI9zg_shZ3groIJUyDSDrYRnfta36A-DFpqvZyXzsU0p7k=w1920-h1080-k-no
G-OFORI ROYAL GUEST HOUSE,Boadi,Guest house & Hotel,Guest house,5.48,3.8,47,,,+233 50 020 9541,,,Agriculture & Natural Resources,,6.6894988,-1.5243159,https://www.google.com/maps/search/?api=1&query=G-OFORI%20ROYAL%20GUEST%20HOUSE&query_place_id=ChIJc5JNSrmV2w8ROklS8ekU-zs,
Phidank Hotel,Boadi,Guest house & Hotel,Hotel,5.22,3.8,12,,,+233 50 477 7710,,,Agriculture & Natural Resources,,6.6958183,-1.529477,https://www.google.com/maps/search/?api=1&query=Phidank%20Hotel&query_place_id=ChIJXVppZ6-V2w8RICNNQHWKdVI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEf6E4vD5zr5TGxl0KvJurMG7fyTYrZ_eB1DYV6OGWPaVcfI6LENWqlvH_Pw6JmTGDVz0YOIxlVfQGv86AX4SCiiBhZ5vssnDMN9EFmvhlwUlHaxnCCfE99r0XucPaD0KBT-x6B6LBCuEe7=w1920-h1080-k-no
Covenant Hostel,Boadi,Hostel,Hostel,4.16,3.8,6,,,+233 20 775 5517,,,Agriculture & Natural Resources,,6.6792388,-1.5342494,https://www.google.com/maps/search/?api=1&query=Covenant%20Hostel&query_place_id=ChIJXXgubfCV2w8RncgTFpzHN_Q,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHvCHGoa3rfe5fJs1DwxOFzOYtYaUH_A5Rg1MFZopFiLeCddwxRC6W6CWLUcSDZUiHsAyyRZvx02LAJooATnlG4qAxQ6mFqXdCjvu7o-cDgTe6oV7Vuoj83xNgOWzQhDMnvcWtLDxATPWCP=w1920-h1080-k-no
Crystal Palace Hostel,Boadi,Hostel,Hostel,2.51,3.8,4,,,+233 54 617 6826,,,Agriculture & Natural Resources,,6.6774811,-1.5490289,https://www.google.com/maps/search/?api=1&query=Crystal%20Palace%20Hostel&query_place_id=ChIJhUSO61yV2w8RJUD0p0BHbTU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbwGmHEinUwR_8hX6qaHq56AIQAkLBrKxJO3B2WBUiT55hhi7ZIJmykdPJvZdStjvSD08mD9TXbsl2xBRoKqdHODRA9cftgjk6NrijILEn2-ej7Z3xmh79gESMFUDLxSsJGwWJwIGF9ard=w1920-h1080-k-no
K-5 GUESTHOUSE,Boadi,Guest house & Hotel,Hotel,2.77,3.7,370,,,+233 20 813 3131,,,Agriculture & Natural Resources,,6.6756854,-1.5465048,https://www.google.com/maps/search/?api=1&query=K-5%20GUESTHOUSE&query_place_id=ChIJ_SLpFpGU2w8RgUeHc6WZ9fY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEyKJ7u9KaSgSG2muXhfG99mURxBzhU8b9SAId_wGKM2lryKWmWLopXmvwBC0Hk5jKd056TzIV39SOvPwwUsnPoJCZ3PfOffDJv0XQT5Ztk9DRxZN3DUIaVCB8da29UxDvIfiWN=w1920-h1080-k-no
Moonlite Hotel Annex 1,Boadi,Guest house & Hotel,Hotel,2.67,3.7,221,,,+233 55 049 4150,,,Agriculture & Natural Resources,,6.6745634,-1.5474529,https://www.google.com/maps/search/?api=1&query=Moonlite%20Hotel%20Annex%201&query_place_id=ChIJp0PqhdiV2w8RwxpB1UQqoWg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHl04B-HIkaBrDPtz1Sildufcevbhy5Up_J8Wrls7fOWryUMkc2HJY1EQKQrh9ASAhZU8lUZoC8chmtxQdt3SDcwmBWAnJDq3wktfNZXmfC8J747arjs06sfh3gsPGikHZl5P8H=w1920-h1080-k-no
Buadi Executive Hostel,Boadi,Hostel,Hostel,3.49,3.7,184,,,+233 20 236 7930,,Air-conditioned | Bar | Fitness center | Free breakfast | Parking | Restaurant | Wi-Fi,Agriculture & Natural Resources,,6.6738511,-1.5399702,https://www.google.com/maps/search/?api=1&query=Buadi%20Executive%20Hostel&query_place_id=ChIJqS0fab2U2w8R7ODRDOUucxc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF-OeG96Bmt5Joi5jYsWi2hGKRBw6MA4aAm5vdhx-oeYxeaE8h2yg3QbC-SOleoOW6aQX3rxbC7ez0brOVq5YkkBkufOrkrhbaAGvvEyN5v7b0Ys8W_5ShyDUetZJMC8dx7ZGs=w1920-h1080-k-no
Quansville Hostel,Boadi,Hostel,Hostel,2.72,3.7,19,,,,,,Agriculture & Natural Resources,,6.6765938,-1.5470764,https://www.google.com/maps/search/?api=1&query=Quansville%20Hostel&query_place_id=ChIJ9bRkLSmV2w8Rz6hoWBTB6gU,
CNC Hostel,Boadi,Hostel,Hostel,3.03,3.7,6,,,,,,Agriculture & Natural Resources,,6.6740306,-1.5441806,https://www.google.com/maps/search/?api=1&query=CNC%20Hostel&query_place_id=ChIJDeXL8myV2w8R3UkV8C_Iz3w,
God's Glory Hostel,Boadi,Hostel,Hostel,3.16,3.6,57,,,+233 24 438 4774,,,Agriculture & Natural Resources,http://www.godsgloryhostel.com/,6.6694342,-1.5434688,https://www.google.com/maps/search/?api=1&query=God's%20Glory%20Hostel&query_place_id=ChIJBddqHEuV2w8R57yLt9-M14U,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2vYgIAvdNASW2X1q6ri4xT2OSdWkk4Zv6SMB88PtZEyK1KdZ-R1cuIcVszdKMV5l6iDj7ieKt2Z28xnoBwC6XY-WHIWP3sN5KSIyCli_e0Ub7_DvPMkin7ro1AZPq6FkNCN2blQ=w1920-h1080-k-no
Solet hostel,Boadi,Hostel,Hostel,2.81,3,4,,,,,,Agriculture & Natural Resources,,6.6735781,-1.546195,https://www.google.com/maps/search/?api=1&query=Solet%20hostel&query_place_id=ChIJteoCfQCV2w8Rf4PwvlEW_9k,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcqTzlmJWq9WPZ1HtGQKFZkY1yN4uHkOYAm9wIy8cjqZkbwMCKu200UKnOvuJ2cKeU5EzQ1qjWH7iYw7CV6OuvJ79TeWUMyl67EIiKY9oOjVLOFCqdQcrJUZGiJCfbmUBcRTF2GaUd9vD2=w1920-h1080-k-no
LUXLUNA Hostel,Boadi,Hostel,Hostel,2.56,,0,,,,,,Agriculture & Natural Resources,,6.6754311,-1.5484826,https://www.google.com/maps/search/?api=1&query=LUXLUNA%20Hostel&query_place_id=ChIJuUJ6HwCV2w8RezZgiRIqluQ,
Viveddy Limited Company,Boadi,Hostel,Hostel,2.95,,0,,,+233 53 976 2013,,,Agriculture & Natural Resources,,6.6770661,-1.5450464,https://www.google.com/maps/search/?api=1&query=Viveddy%20Limited%20Company&query_place_id=ChIJxQ9J7uSV2w8RMhHHThlq1Jw,
BROTHERHOOD CHURCH HOSTEL,Boadi,Hostel,Hostel,2.7,,0,,,,,,Agriculture & Natural Resources,,6.677759,-1.5473801,https://www.google.com/maps/search/?api=1&query=BROTHERHOOD%20CHURCH%20HOSTEL&query_place_id=ChIJCdKgdQCV2w8RjpVVwA1OXcw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEE-XEwoeaWUmlfM7t_ZxxrIqRF8Opz5i4a15HzFD30S6ivHmZ5wa98lRAibN6YADdjpcq7MzML4ZiBBl2Yw7_P7WjyDfiQHhgjxOHUP93Y_V3Nk27t27l8uFG7nUk9GiidjoChB3R_X1_e=w1920-h1080-k-no
Juaben Serwaah Hostel,Boadi,Hostel,Hostel,2.44,,0,,,,,,Agriculture & Natural Resources,,6.674677,-1.5495068,https://www.google.com/maps/search/?api=1&query=Juaben%20Serwaah%20Hostel&query_place_id=ChIJ3Wl7HwCV2w8R1f0doZh34SA,
SIEYHA HOSTEL BOADI,Boadi,Hostel,Hostel,4.07,,0,,,,,,Agriculture & Natural Resources,,6.6734126,-1.5348009,https://www.google.com/maps/search/?api=1&query=SIEYHA%20HOSTEL%20BOADI&query_place_id=ChIJZXBWOQCV2w8R9hDi8dNIM4o,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhG7wNLMX2bT_-r7VqjLtGDE3ak2EzwtmjAd498hhCLyZSvxutExXE3RjKjDki6VhXewzMMU_EArIjcG9IvzPxb-MYZueXaPA_EjaSQm7R8pwU084uFHwwZxkTPmSVWwnH=w1920-h1080-k-no
Myda Hostel,Boadi,Hostel,Hostel,3.06,,0,,,,,,Agriculture & Natural Resources,,6.6766251,-1.5439583,https://www.google.com/maps/search/?api=1&query=Myda%20Hostel&query_place_id=ChIJJSiJGgCV2w8Rt6MIcOs-o_g,
Royal Gate Hostel,Bomso,Hostel,Hostel,1.22,4.2,53,,,0244363320,yes,,Engineering | Science | Art & Built Environment | Humanities & Social Sciences (KSB) | Health Sciences,,6.6833812,-1.5780968,https://www.google.com/maps/search/?api=1&query=Royal%20Gate%20Hostel&query_place_id=ChIJ60UY4aCV2w8R8AcyBmaBjis,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFX-asKek_0PgYPIlIG0P0jMdkbTxS66qJcmBywpwP7MANe1cCaKiblyvh0CbcnQA2Yo_FtTt1V-opAfTYEuiO4drcDM7qOZYx2KIdpccvOd3X0Iew6nAOE3FcBvMZdTGSlvF2u=w1920-h1080-k-no
